theta_deg,volume_m3,pressure_pa,temperature_k,mass_kg,mdot_intake_kg_s,mdot_exhaust_kg_s,intake_lift_frac,exhaust_lift_frac,dm_fuel_main_mg_per_deg,dq_comb_j_per_deg,dq_wall_j_per_deg,torque_indicated_nm_per_cyl
-360.0,2.5624522534125138e-05,237907.05357142858,300.0,7.084356075815418e-05,-0.0,-0.01291061846290462,0.10934640522875824,0.04427083333333327,0.0,0.0,-0.0011382978719756487,-0.19580102602287752
-359.0,2.5658229215438538e-05,234843.65750669723,298.9099236974,7.027964390870898e-05,0.009701062501565614,-0.011231509351066402,0.11813071895424843,0.03894444444444441,0.0,0.0,-0.0011372121951609743,1.100315608249148
-358.0,2.5788055472503243e-05,233585.96767749463,298.4938537179085,7.035523211465081e-05,0.012362606691880284,-0.009723947309987263,0.12711764705882353,0.033875,0.0,0.0,-0.001137073334067124,2.3804773481287604
-357.0,2.601393111990201e-05,233002.93569807406,298.33812253837493,7.083137857426323e-05,0.014082519316239214,-0.008250255724035281,0.13610457516339863,0.028805555555555588,0.0,0.0,-0.0011375944859490423,3.6561179193929654
-356.0,2.63357372778669e-05,232746.2136010468,298.3110753835559,7.163507031269122e-05,0.015412026175510029,-0.006870593617037135,0.14528758169934627,0.024013888888888925,0.0,0.0,-0.001138701504841375,4.930350143105814
-355.0,2.675330644662554e-05,232580.58816382065,298.32372610309017,7.271596262505257e-05,0.01672516905906293,-0.005813284622879644,0.1552549019607843,0.020333333333333335,0.0,0.0,-0.001140331252435101,6.201636926641707
-354.0,2.726642260958275e-05,232441.32094079183,298.3512265668323,7.405934295972292e-05,0.018024329124289407,-0.004757941664408579,0.1652222222222223,0.016652777777777742,0.0,0.0,-0.001142466986054107,7.468755987538454
-353.0,2.787482136536183e-05,232324.20907256947,298.39107926763245,7.566349391118087e-05,0.019310134271474287,-0.0037042344291994254,0.1751895424836603,0.012972222222222152,0.0,0.0,-0.001145113494416481,8.731344385158694
-352.0,2.8578190088749296e-05,232204.20058920953,298.43319646517796,7.752161040769637e-05,0.02067803693861654,-0.0028895058804639722,0.18566666666666684,0.010124999999999957,0.0,0.0,-0.0011482662942219658,9.9880521775303
-351.0,2.937616812059284e-05,232027.16987587052,298.4576535130579,7.961885566176369e-05,0.022210730456866817,-0.0022337041408852067,0.19648366013071908,0.007833333333333303,0.0,0.0,-0.001151900574719197,11.235580826275328
-350.0,3.0268346986707978e-05,231835.72287205295,298.4801136612398,8.196300275567228e-05,0.023801416761921438,-0.0015788617890961241,0.20730065359477132,0.005541666666666651,0.0,0.0,-0.0011560288047214888,12.474675768194507
-349.0,3.125427064586234e-05,231652.21165124385,298.50824632897405,8.4557705005692e-05,0.025408271281576328,-0.0009251713704333223,0.21811764705882353,0.00325,0.0,0.0,-0.001160660897848538,13.70581131035014
