theta_deg,volume_m3,pressure_pa,temperature_k,mass_kg,mdot_intake_kg_s,mdot_exhaust_kg_s,intake_lift_frac,exhaust_lift_frac,dm_fuel_main_mg_per_deg,dq_comb_j_per_deg,dq_wall_j_per_deg,torque_indicated_nm_per_cyl
-360.0,2.5624522534125138e-05,206616.07414387967,392.78113581089536,4.6942280073309067e-05,0.025971947830379424,-0.009766748530859575,0.10934640522875824,0.04427083333333327,0.0,0.0,-0.00033445922212259934,-0.17004808685945194
-359.9,2.5623566828029353e-05,207309.86980084522,392.57815281459887,4.71225011934608e-05,0.025897448850404323,-0.009663582468153643,0.11014379084967346,0.043635416666666454,0.0,0.0,-0.0003366427551384945,-0.05641806839953061
-359.79999999999995,2.562357257286783e-05,207996.29267142303,392.3750022056741,4.7303016550441957e-05,0.02581699893375527,-0.009558855814778678,0.11094117647058872,0.042999999999999705,0.0,0.0,-0.00033882478019012636,0.0579740473964031
-359.69999999999993,2.562453976425859e-05,208674.66583650812,392.17120138354926,4.7483748997385956e-05,0.025754160733558323,-0.00948123448564022,0.11183986928104646,0.04249305555555515,0.0,0.0,-0.0003410074407348333,0.17311492933316175
-359.5999999999999,2.56264683929439e-05,209344.31223814294,391.9662812074052,4.766462001790322e-05,0.025685371708337273,-0.009402264270799031,0.11273856209150417,0.04198611111111059,0.0,0.0,-0.0003431960866518526,0.28898974702774666
-359.4999999999999,2.5629358444789426e-05,210004.92198569962,391.7602268376893,4.78455793274163e-05,0.02561076294081581,-0.00932195560229708,0.11363725490196187,0.04147916666666604,0.0,0.0,-0.00034538876729972345,0.4055828801800467
-359.39999999999986,2.563320990078577e-05,210656.19109686557,391.5530235324267,4.802657739965651e-05,0.02553047850792997,-0.009240319601149698,0.1145359477124196,0.04097222222222148,0.0,0.0,-0.00034758516488241255,0.5228780334368607
-359.29999999999984,2.563802273704721e-05,211297.8292952333,391.34465707550964,4.820756716712472e-05,0.025444672547178266,-0.009157368393386215,0.11543464052287729,0.04046527777777693,0.0,0.0,-0.0003497849707154061,0.6408582766086043
-359.1999999999998,2.5643796924813234e-05,211929.64105992648,391.13512062709964,4.838852165201611e-05,0.025353471926882983,-0.009073118560707857,0.11633333333333504,0.03995833333333237,0.0,0.0,-0.0003519879486430786,0.7595063731887518
-359.0999999999998,2.5650532430447414e-05,212551.20525006196,390.9243884003549,4.8569364100787066e-05,0.02525712339032047,-0.008987577156868386,0.11723202614379274,0.039451388888887814,0.0,0.0,-0.00035419368009638696,0.8788037170193663
-358.9999999999998,2.5658229215438538e-05,213162.25794375138,390.7124471906844,4.8750051379488106e-05,0.025155822044833267,-0.008900758531845729,0.11813071895425047,0.038944444444443255,0.0,0.0,-0.000356401867489666,0.9987315050163619
-358.89999999999975,2.5666887236400723e-05,213762.5918626849,390.4992881914351,4.8930552072394684e-05,0.02504975293903802,-0.008812679631943529,0.11902941176470817,0.0384374999999987,0.0,0.0,-0.00035861225479577586,1.1192706438706956
-358.7999999999997,2.5676506445073703e-05,214352.0026896865,390.2849025959537,4.91108347637825e-05,0.024939115905896713,-0.008723357629401006,0.11992810457516587,0.03793055555555414,0.0,0.0,-0.00036082458478344214,1.2404015957381038
