theta_deg,volume_m3,pressure_pa,temperature_k,mass_kg,mdot_intake_kg_s,mdot_exhaust_kg_s,intake_lift_frac,exhaust_lift_frac,dm_fuel_main_mg_per_deg,dq_comb_j_per_deg,dq_wall_j_per_deg,torque_indicated_nm_per_cyl
-265.0,0.00032256825377410147,153625.86340924815,300.7480087232907,0.0005741181842252002,0.06513543253160706,-0.0,1.0583137254901962,0.0,0.0,0.0,-0.001996775000984898,35.17724983245241
-264.0,0.0003265490514827042,153666.66309293735,300.76182240421826,0.0005813310000721958,0.06469294703140738,-0.0,1.0580849673202612,0.0,0.0,0.0,-0.0020130476197749558,34.909314752117744
-263.0,0.00033049782656813454,153708.7819414271,300.7762949042814,0.0005884936579312763,0.06423267417242765,-0.0,1.0578562091503267,0.0,0.0,0.0,-0.002029196305523238,34.6322499197905
-262.0,0.00033441354277684846,153752.14650570668,300.79138502855955,0.0005956042035641057,0.06375501381663254,-0.0,1.0568431372549016,0.0,0.0,0.0,-0.0020452168145130983,34.346331381056665
-261.0,0.0003382951987594999,153796.6825830942,300.8070520967809,0.0006026607275691026,0.06326037304841874,-0.0,1.0553071895424835,0.0,0.0,0.0,-0.0020611050227079364,34.05183544197416
-260.0,0.00034214182804059786,153842.31546155355,300.82325601223584,0.0006096613661149328,0.06274916499094507,-0.0,1.0537712418300653,0.0,0.0,0.0,-0.0020768569265785693,33.749038332028995
-259.0,0.00034595249893600293,153888.9701315753,300.8399573157691,0.0006166043015600437,0.062221807914513504,-0.0,1.0522352941176472,0.0,0.0,0.0,-0.00209246864371313,33.43821586357827
-258.0,0.00034972631441943723,153936.5714768058,300.85711723061655,0.0006234877629836182,0.06167872451943857,-0.0,1.049424836601307,0.0,0.0,0.0,-0.0021079364132269877,33.11964309148351
-257.0,0.00035346241193931585,153985.0444501008,300.87469770150716,0.0006303100266430077,0.061120341321469124,-0.0,1.0466143790849671,0.0,0.0,0.0,-0.002123256595984395,32.79359397550755
-256.0,0.0003571599631873223,154034.31423894994,300.89266143003226,0.0006370694163663871,0.06054708809565005,-0.0,1.0438039215686274,0.0,0.0,0.0,-0.0021384256746401044,32.4603410473524
-255.0,0.00036081817382026634,154084.3064225541,300.91097190742516,0.0006437643038854986,0.059959397351565545,-0.0,1.0404836601307192,0.0,0.0,0.0,-0.002153440253507218,32.12015508378003
-254.0,0.00036443628313686735,154134.94712181963,300.9295934453698,0.0006503931091109805,0.05935770382354116,-0.0,1.0363986928104574,0.0,0.0,0.0,-0.0021682970582563655,31.773304786975483
-253.0,0.00036801356371119886,154186.163142917,300.9484912051421,0.0006569543003513468,0.05874244396589703,-0.0,1.032313725490196,0.0,0.0,0.0,-0.002182992935450779,31.420056473124877
-252.0,0.00037154932098461843,154237.88211467318,300.96763122519695,0.000663446394475827,0.05811405544754067,-0.0,1.0282287581699348,0.0,0.0,0.0,-0.0021975248519215404,31.060673770047742
-251.0,0.0003750428928180825,154290.03261984134,300.98698044720146,0.0006698679570208006,0.05747297664278427,-0.0,1.0231503267973854,0.0,0.0,0.0,-0.0022118898939872404,30.695417324623154
-250.0,0.0003784936490068123,154342.54432016195,301.00650674045124,0.0006762176022393114,0.05681964611694451,-0.0,1.0178235294117648,0.0,0.0,0.0,-0.0022260852665223563,30.32454452067016
-249.0,0.00038190099075933396,154395.34807505424,301.026178924572,0.0006824939930930534,0.056154502106430644,-0.0,1.0124967320261438,0.0,0.0,0.0,-0.0022401082918788013,29.94830920787292
-248.0,0.00038526435014296406,154448.37605374356,301.04596679039355,0.0006886958411862263,0.055477981993673715,-0.0,1.0069346405228758,0.0,0.0,0.0,-0.002253956408665271,29.566961442279624
-247.0,0.0003885831894978519,154501.56184061742,301.06584111888077,0.0006948219066407298,0.05479052177783402,-0.0,1.0004313725490197,0.0,0.0,0.0,-0.002267627170389206,29.180747238844454
-246.0,0.0003918570008217094,154550.3182678597,301.0835220618915,0.0007008557317379771,0.05382336281129994,-0.0,0.9939281045751633,0.0,0.0,0.0,-0.0022811087204859097,28.789065945363255
-245.0,0.00039508530512738873,154591.63908757898,301.0975466912034,0.0007067857177181674,0.052930766218631964,-0.0,0.9874248366013072,0.0,0.0,0.0,-0.002294391930609516,28.391649864790093
-244.0,0.00039826765177546964,154628.11969061234,301.1092428185078,0.0007126192089002656,0.05206789425327311,-0.0,0.9802549019607842,0.0,0.0,0.0,-0.002307479527593511,27.98927206288249
-243.0,0.00040140361778402174,154660.6071711952,301.1190551691658,0.0007183578755658979,0.05123668506030918,-0.0,0.9726405228758168,0.0,0.0,0.0,-0.002320370944563308,27.582361250256177
-242.0,0.000404492807117699,154690.72595311332,301.12780891129336,0.0007240062577499874,0.05043967321089007,-0.0,0.9650261437908496,0.0,0.0,0.0,-0.0023330675398497164,27.171468066145884
-241.0,0.00040753484995830505,154719.57345236867,301.13605883030243,0.0007295672886416143,0.04966241173960138,-0.0,0.9574117647058822,0.0,0.0,0.0,-0.0023455698573720835,26.757028561201345
-240.0,0.0004105294019589481,154747.0695164674,301.14376913955846,0.0007350399119718642,0.048850437186631374,-0.0,0.948718954248366,0.0,0.0,0.0,-0.0023578761252032545,26.339260151055438
-239.0,0.00041347614348386647,154773.2680286757,301.15097177039894,0.000740423585039662,0.04805934972951564,-0.0,0.9400261437908497,0.0,0.0,0.0,-0.002369984939601759,25.918397086794467
-238.0,0.0004163747788359757,154798.85417931594,301.1580108135011,0.0007457200844537023,0.047280078570621754,-0.0,0.9313333333333336,0.0,0.0,0.0,-0.0023818964134842014,25.494770390321396
-237.0,0.0004192250354741336,154824.15982502475,301.165051816237,0.000750930029241535,0.04648913606751674,-0.0,0.922261437908497,0.0,0.0,0.0,-0.002393610059400228,25.06863953698639
-236.0,0.00042202666322208103,154848.5642881198,301.17178642496054,0.000756050650558985,0.04568554575758731,-0.0,0.9126209150326798,0.0,0.0,0.0,-0.002405123397085208,24.64010186088558
-235.0,0.0004247794334709475,154872.41343169284,301.1783885040506,0.0007610826919116242,0.04489358306210318,-0.0,0.9029803921568627,0.0,0.0,0.0,-0.0024164361216373457,24.209405799454537
-234.0,0.00042748313837716334,154896.09814546903,301.18505255673654,0.000766027138251234,0.04410812837289206,-0.0,0.8933398692810456,0.0,0.0,0.0,-0.002427548161094082,23.776795855147302
-233.0,0.00043013759005754545,154919.46413071163,301.1917008730625,0.0007708830309597773,0.04329528561377186,-0.0,0.8829673202614379,0.0,0.0,0.0,-0.0024384583460184384,23.342422959933636
-232.0,0.00043274261978326297,154942.13019248628,301.1981443396756,0.0007756485836556525,0.04248741395470137,-0.0,0.8724117647058823,0.0,0.0,0.0,-0.002449165044362223,22.90639921239408
-231.0,0.000435298077174312,154964.48908652482,301.2045788120732,0.0007803249104606218,0.041688427094266824,-0.0,0.8618562091503268,0.0,0.0,0.0,-0.0024596684234079154,22.468946238300866
-230.0,0.0004378038293960609,154986.7866117849,301.211125738834,0.000784912641999258,0.040887635691749455,-0.0,0.8511437908496732,0.0,0.0,0.0,-0.002469968432046688,22.030253299782544
-229.0,0.00044025976035934973,155008.6200140606,301.2175840946214,0.0007894100026924992,0.04006786064887405,-0.0,0.8398039215686273,0.0,0.0,0.0,-0.00248006363038979,21.590409531748683
-228.0,0.0004426657699255473,155030.03520166138,301.22397703848463,0.0007938169194812442,0.039258804090118594,-0.0,0.8284640522875816,0.0,0.0,0.0,-0.0024899536273716837,21.149562939364635
-227.0,0.0004450217731178973,155051.33854922885,301.2304564591634,0.0007981343512141951,0.03845658011520825,-0.0,0.8171241830065358,0.0,0.0,0.0,-0.0024996387052380288,20.70788890508941
-226.0,0.00044732769934040386,155072.5808583987,301.2370464810582,0.0008023623258078481,0.037640409652380774,-0.0,0.8053529411764703,0.0,0.0,0.0,-0.002509118646642831,20.265519073495778
-225.0,0.00044958349160542475,155093.33084871163,301.2435323931123,0.0008064990325877423,0.03682271501408495,-0.0,0.7932941176470586,0.0,0.0,0.0,-0.0025183921717820477,19.822516138969757
-224.0,0.00045178910577107004,155113.8626891711,301.25005044226094,0.0008105453939922694,0.03601358987314888,-0.0,0.7812352941176469,0.0,0.0,0.0,-0.0025274596569402567,19.379029226577963
-223.0,0.0004539445097894204,155134.4041913891,301.2567130238204,0.0008145021968439703,0.03521026075823234,-0.0,0.7691764705882352,0.0,0.0,0.0,-0.002536321446861648,18.935192081172783
-222.0,0.00045604968296650197,155154.9672162506,301.26352487828893,0.0008183694188745687,0.0344014346386135,-0.0,0.7568712241653417,0.0,0.0,0.0,-0.0025449774480366984,18.491103621176745
-221.0,0.0004581046152348881,155175.57549561159,301.27049681876787,0.0008221471043059585,0.03359824565049124,-0.0,0.7445659777424483,0.0,0.0,0.0,-0.002553427635790734,18.04685765199064
-220.0,0.0004601093064397125,155196.37057166253,301.27769797910463,0.0008258357840330912,0.03279909265758993,-0.0,0.7322607313195547,0.0,0.0,0.0,-0.0025616723062339853,17.60255482934444
-219.0,0.0004620637656388199,155217.40133109712,301.2851512706428,0.0008294356471839359,0.031992857744245935,-0.0,0.7197156862745097,0.0,0.0,0.0,-0.002569711585825569,17.15827782339989
-218.0,0.00046396801041769827,155238.15559899434,301.29260170890916,0.0008329446590155991,0.031171729536409627,-0.0,0.7066111111111111,0.0,0.0,0.0,-0.0025775443098755304,16.714042351481684
-217.0,0.0004658220662197814,155258.67864158464,301.300071923707,0.0008363629986560454,0.03036021434670048,-0.0,0.6935065359477124,0.0,0.0,0.0,-0.0025851706261258408,16.26992258990431
-216.0,0.0004676259656926399,155279.1945613201,301.3076728840015,0.000839691582804462,0.029555757799265198,-0.0,0.6804019607843138,0.0,0.0,0.0,-0.0025925911444702587,15.826004709811917
-215.0,0.0004693797480505141,155299.75517608869,301.3154297237398,0.0008429306591429236,0.028746012046634014,-0.0,0.6670228758169935,0.0,0.0,0.0,-0.00259980610803088,15.382349675857665
-214.0,0.0004710834584535952,155320.2328244966,301.3232787771782,0.0008460797609920444,0.02793945858593924,-0.0,0.6535261437908495,0.0,0.0,0.0,-0.0026068153561620753,14.938995176629138
